run_id,timestamp,tag,chip,gpu_cores,memory_gb,bandwidth_gbs,os_version,model_id,model_type,engine_type,mtp_enabled,specprefill,kv_quant,cache_type,prompt_set,concurrency,max_tokens,enable_thinking,extra_body,repetition,prompt_tokens,ttft_ms,tpot_ms,e2e_latency_ms,gen_tps,prompt_tps,throughput_tps,requests_per_s,metal_active_gb,metal_peak_gb,metal_cache_gb,cache_hits,cache_misses,cache_hit_rate,tokens_saved,validated
2e37ff97,2026-06-18T13:24:25.315580+00:00,,Unknown,16,16.0,200,macOS-26.5.1-arm64-arm-64bit,qwen35-optiq,llm,,False,False,,,short,16,1024,False,,0,26,23156.347882812497,80.97075132872625,77073.96174481267,12.774670807958074,24.28490173434557,82.9461659370898,0.11992939228207453,3.27,4.9,0.0,0,0,0.0,0,True
2e37ff97,2026-06-18T13:24:25.315580+00:00,,Unknown,16,16.0,200,macOS-26.5.1-arm64-arm-64bit,qwen35-optiq,llm,,False,False,,,short,16,1024,False,,1,26,30661.741067749746,80.49741468280116,86098.8515444376,13.028308993865958,23.755975671353376,80.9576230623122,0.11822946047800248,3.27,4.9,0.0,0,0,0.0,0,True
2e37ff97,2026-06-18T13:24:25.315580+00:00,,Unknown,16,16.0,200,macOS-26.5.1-arm64-arm-64bit,qwen35-optiq,llm,,False,False,,,short,16,1024,False,,2,26,30561.39037506284,81.61502350629075,85854.96436456265,12.939991734740431,23.813083191657906,79.74721320281579,0.11532496486307416,3.27,4.9,0.0,0,0,0.0,0,True
